housing_median_age,total_rooms,median_income,ocean_proximity,median_house_value,county,pop_per_household
25.0,4524.0,4.7083,NEAR BAY,190900.0,Alameda,2.8143851508120648
22.0,3957.0,7.0907,<1H OCEAN,350200.0,Orange,3.366223908918406
21.0,2868.0,2.7846,NEAR OCEAN,91200.0,San Diego,1.5295169946332736
39.0,768.0,5.3245,INLAND,250000.0,Monterey,2.23728813559322
40.0,1706.0,3.5583,NEAR OCEAN,154900.0,San Diego,2.627062706270627
47.0,1273.0,2.4375,<1H OCEAN,122900.0,Los Angeles,4.588461538461538
20.0,5689.0,5.5845,NEAR OCEAN,304300.0,San Mateo,3.744510978043912
9.0,5306.0,4.51,INLAND,135800.0,San Bernardino,2.843243243243243
11.0,4897.0,7.7499,INLAND,334800.0,Placer,3.13474025974026
35.0,2914.0,2.9934,<1H OCEAN,350000.0,Los Angeles,1.5333333333333334
17.0,3362.0,6.1986,INLAND,214500.0,San Bernardino,3.064516129032258
25.0,2024.0,5.4127,NEAR OCEAN,392800.0,Santa Barbara,2.707462686567164
26.0,1905.0,4.8611,<1H OCEAN,229600.0,Orange,2.983695652173913
46.0,476.0,1.4511,INLAND,73100.0,San Bernardino,5.230769230769231
31.0,2621.0,3.287,<1H OCEAN,348100.0,Los Angeles,2.424962852897474
9.0,3648.0,3.0992,NEAR OCEAN,142600.0,San Diego,3.920238095238095
44.0,2175.0,4.793,<1H OCEAN,470800.0,Los Angeles,2.2745535714285716
42.0,1773.0,4.9,NEAR OCEAN,406300.0,Los Angeles,2.725752508361204
17.0,2756.0,5.5872,INLAND,200600.0,Contra Costa,2.8826291079812205
48.0,3551.0,3.2279,<1H OCEAN,400000.0,Los Angeles,1.935912938331318
26.0,1279.0,6.1731,INLAND,293800.0,Los Angeles,2.624203821656051
52.0,728.0,3.4327,NEAR OCEAN,254500.0,Monterey,2.204225352112676
15.0,5907.0,2.3125,INLAND,96900.0,Kern,2.3076923076923075
22.0,3263.0,2.4708,NEAR OCEAN,119400.0,Humboldt,2.394463667820069
38.0,3004.0,2.2743,<1H OCEAN,106400.0,Santa Barbara,3.4819277108433737
5.0,1822.0,2.8783,INLAND,105200.0,Riverside,2.549520766773163
48.0,833.0,2.2417,NEAR BAY,87900.0,Solano,3.9515151515151516
17.0,5799.0,5.0524,<1H OCEAN,285400.0,San Diego,3.1198102016607354
34.0,3903.0,4.2731,<1H OCEAN,218000.0,Orange,2.868715083798883
21.0,6108.0,4.2768,<1H OCEAN,181400.0,Los Angeles,2.914645103324349
32.0,728.0,4.0769,<1H OCEAN,163900.0,Orange,6.2
24.0,3271.0,5.9359,NEAR OCEAN,422200.0,San Diego,3.103734439834025
31.0,3089.0,4.2885,INLAND,160300.0,Sacramento,2.4349376114081998
43.0,1686.0,2.3241,<1H OCEAN,159300.0,Los Angeles,3.3544303797468356
13.0,1115.0,3.5667,INLAND,115600.0,El Dorado,2.6875
49.0,1175.0,2.293,NEAR BAY,106300.0,Alameda,3.922374429223744
44.0,1242.0,2.9375,<1H OCEAN,95200.0,Los Angeles,2.95985401459854
19.0,2722.0,3.1062,INLAND,100000.0,Siskiyou,2.5767441860465117
36.0,2081.0,3.7917,NEAR BAY,160600.0,San Mateo,5.176943699731903
27.0,1546.0,1.1728,INLAND,41700.0,Tulare,4.313924050632911
29.0,1625.0,3.1985,INLAND,117300.0,Riverside,3.26875
38.0,694.0,6.0718,<1H OCEAN,156000.0,Los Angeles,3.46218487394958
6.0,9859.0,6.439,NEAR OCEAN,296200.0,San Diego,2.993576017130621
45.0,2881.0,3.3687,INLAND,123800.0,Riverside,2.854368932038835
43.0,612.0,5.1322,<1H OCEAN,314900.0,Los Angeles,2.8309859154929575
4.0,11021.0,7.2582,INLAND,273200.0,Sacramento,2.5816599732262384
49.0,1141.0,3.7143,<1H OCEAN,148800.0,Sonoma,2.744565217391304
34.0,825.0,3.1858,INLAND,109500.0,Sacramento,2.730769230769231
46.0,11.0,2.875,<1H OCEAN,162500.0,Los Angeles,1.8461538461538463
32.0,1870.0,2.3194,NEAR OCEAN,159400.0,San Diego,2.68075117370892
32.0,1893.0,1.4729,INLAND,54100.0,Tulare,4.103529411764706
19.0,4065.0,3.1462,NEAR BAY,187500.0,San Francisco,1.4142857142857144
52.0,1507.0,3.8958,NEAR BAY,247700.0,San Francisco,3.306049822064057
24.0,1258.0,4.6,INLAND,136800.0,El Dorado,2.4479166666666665
35.0,1583.0,3.7,<1H OCEAN,176000.0,Los Angeles,4.219373219373219
32.0,879.0,1.6776,<1H OCEAN,114800.0,Los Angeles,4.595652173913043
19.0,619.0,2.1,INLAND,14999.0,Inyo,2.9878048780487805
44.0,1703.0,1.7083,<1H OCEAN,100000.0,Los Angeles,3.1686746987951806
26.0,2379.0,5.3674,<1H OCEAN,339300.0,Orange,2.8554913294797686
17.0,3353.0,5.1721,INLAND,237100.0,Placer,3.170022371364653
35.0,1235.0,4.6964,<1H OCEAN,183100.0,Orange,3.977272727272727
43.0,1061.0,6.01,<1H OCEAN,254200.0,Los Angeles,2.4711538461538463
19.0,2611.0,2.3657,INLAND,94000.0,Tehama,2.453416149068323
5.0,13096.0,4.2775,INLAND,138700.0,Riverside,3.110091743119266
20.0,1367.0,2.0227,INLAND,47500.0,Modoc,2.3701657458563536
30.0,2330.0,3.8512,NEAR OCEAN,134600.0,Santa Barbara,2.7951002227171493
48.0,2059.0,2.9306,INLAND,67900.0,Fresno,2.0592592592592593
30.0,2353.0,2.0702,<1H OCEAN,283300.0,Los Angeles,1.9011142061281336
36.0,3002.0,4.933,<1H OCEAN,228900.0,Los Angeles,2.8067940552016983
19.0,2298.0,2.212,<1H OCEAN,132000.0,Santa Barbara,2.4288499025341133
26.0,794.0,3.175,<1H OCEAN,170800.0,Los Angeles,4.170588235294118
16.0,2035.0,2.1979,INLAND,146400.0,Los Angeles,2.1333333333333333
52.0,2877.0,3.2645,<1H OCEAN,175000.0,Los Angeles,1.6846590909090908
17.0,3341.0,3.371,<1H OCEAN,161800.0,Orange,4.098181818181819
37.0,1508.0,3.75,<1H OCEAN,221300.0,Los Angeles,2.6348547717842323
23.0,2311.0,2.2574,INLAND,104700.0,Inyo,2.6536458333333335
29.0,3692.0,3.1726,<1H OCEAN,198700.0,Orange,3.0454029511918277
22.0,2085.0,2.3906,<1H OCEAN,92600.0,Mendocino,2.818407960199005
52.0,1919.0,3.4063,NEAR BAY,253900.0,San Francisco,3.522565320665083
18.0,4747.0,3.9076,NEAR OCEAN,152900.0,San Diego,3.4426605504587156
14.0,1088.0,3.8438,<1H OCEAN,243800.0,San Diego,3.1139896373056994
17.0,3101.0,3.1771,<1H OCEAN,189900.0,San Diego,2.9012345679012346
17.0,2250.0,4.1812,INLAND,93700.0,Tulare,2.6025641025641026
16.0,1049.0,6.2047,<1H OCEAN,248100.0,San Diego,2.91875
46.0,947.0,3.4125,<1H OCEAN,160700.0,Santa Cruz,4.242424242424242
33.0,1595.0,4.6937,NEAR BAY,134100.0,Contra Costa,3.3033333333333332
44.0,548.0,2.1111,NEAR BAY,79700.0,Alameda,3.198529411764706
26.0,1949.0,2.875,<1H OCEAN,121400.0,Santa Barbara,4.177718832891247
34.0,1879.0,7.7072,NEAR BAY,443800.0,Contra Costa,2.7718631178707223
23.0,2887.0,3.3452,NEAR OCEAN,217600.0,Ventura,2.911196911196911
34.0,2420.0,6.5881,NEAR OCEAN,394400.0,San Diego,2.3392857142857144
17.0,5364.0,3.2857,INLAND,139100.0,Riverside,4.010683760683761
29.0,2421.0,5.0309,<1H OCEAN,244800.0,Los Angeles,2.88659793814433
28.0,2401.0,3.5139,<1H OCEAN,211700.0,Orange,2.5328947368421053
52.0,499.0,2.9934,NEAR OCEAN,256300.0,San Mateo,2.193103448275862
36.0,1240.0,2.4931,<1H OCEAN,170300.0,Los Angeles,4.091715976331361
36.0,2824.0,4.6477,<1H OCEAN,194700.0,Orange,2.749506903353057
42.0,3200.0,3.375,INLAND,260400.0,Los Angeles,2.656050955414013
19.0,1427.0,2.625,INLAND,57000.0,Tulare,3.5017064846416384
52.0,2524.0,3.4073,NEAR BAY,254700.0,San Francisco,3.004201680672269
35.0,2114.0,5.4876,<1H OCEAN,227500.0,Orange,3.139941690962099
16.0,3474.0,5.2185,INLAND,128600.0,San Bernardino,2.707936507936508
19.0,3192.0,4.125,NEAR BAY,267100.0,Contra Costa,2.217171717171717
23.0,1422.0,4.7422,<1H OCEAN,202400.0,Orange,4.152091254752852
45.0,2170.0,5.6921,<1H OCEAN,269000.0,Los Angeles,2.6472081218274113
42.0,1935.0,4.74,<1H OCEAN,230000.0,Los Angeles,2.9973614775725594
17.0,2150.0,5.4622,<1H OCEAN,227000.0,Orange,3.564179104477612
42.0,1207.0,3.3611,INLAND,117600.0,San Joaquin,2.5053763440860215
32.0,2275.0,4.0437,NEAR BAY,162800.0,Contra Costa,2.949760765550239
33.0,1043.0,4.8702,NEAR BAY,235600.0,Contra Costa,2.8716216216216215
35.0,3478.0,2.9375,<1H OCEAN,206500.0,Los Angeles,2.800891530460624
10.0,3208.0,3.4455,<1H OCEAN,190500.0,San Diego,2.3969072164948453
52.0,791.0,3.3542,<1H OCEAN,178100.0,Los Angeles,3.0925925925925926
51.0,1250.0,2.625,INLAND,121200.0,Sacramento,1.9482758620689655
36.0,1328.0,4.5648,<1H OCEAN,193700.0,Los Angeles,3.0146520146520146
28.0,964.0,2.3269,INLAND,55900.0,San Joaquin,3.5871559633027523
17.0,3164.0,2.082,<1H OCEAN,80000.0,San Diego,1.6065808297567954
34.0,3635.0,3.7308,<1H OCEAN,196900.0,Los Angeles,3.015277777777778
5.0,8576.0,4.3598,<1H OCEAN,189100.0,San Diego,2.7400109469074985
43.0,1934.0,4.7381,NEAR OCEAN,347400.0,San Mateo,2.8233333333333333
26.0,1632.0,3.2125,<1H OCEAN,455000.0,Orange,1.5946666666666667
39.0,1504.0,4.625,INLAND,219000.0,Los Angeles,2.7509578544061304
22.0,3015.0,4.3419,<1H OCEAN,176300.0,Santa Clara,4.7
37.0,1495.0,2.9306,INLAND,46300.0,Madera,3.12
30.0,999.0,1.8854,NEAR BAY,137500.0,Alameda,3.844106463878327
22.0,2623.0,2.1563,NEAR OCEAN,127100.0,San Diego,1.786908077994429
11.0,2560.0,4.0625,NEAR OCEAN,87500.0,San Diego,2.125
37.0,1150.0,5.7415,<1H OCEAN,398500.0,Santa Clara,2.8547486033519553
52.0,1388.0,6.1309,NEAR OCEAN,411600.0,San Diego,2.4312796208530805
31.0,1310.0,4.6528,NEAR OCEAN,457100.0,Orange,1.8161290322580645
10.0,1664.0,2.9886,<1H OCEAN,175000.0,Los Angeles,2.7768762677484786
6.0,4405.0,5.8151,<1H OCEAN,295600.0,Alameda,3.010174418604651
34.0,2815.0,3.9792,INLAND,164800.0,Sacramento,2.2823779193205946
30.0,3225.0,4.3317,NEAR OCEAN,173300.0,San Diego,3.0093984962406015
27.0,5464.0,4.711,INLAND,133500.0,Riverside,2.8708133971291865
39.0,2311.0,8.468,<1H OCEAN,472100.0,Los Angeles,2.7473684210526317
32.0,2424.0,4.0337,<1H OCEAN,158500.0,Los Angeles,5.4677804295942725
26.0,1762.0,1.6767,INLAND,81300.0,Stanislaus,2.7759740259740258
33.0,3808.0,5.1641,<1H OCEAN,263400.0,Los Angeles,2.9008130081300814
52.0,1350.0,3.125,NEAR BAY,171100.0,Contra Costa,1.906614785992218
18.0,1187.0,1.875,INLAND,51700.0,Tulare,4.8483754512635375
27.0,4312.0,3.6207,<1H OCEAN,362500.0,Los Angeles,1.4895168641750227
28.0,2675.0,2.3108,INLAND,72000.0,Fresno,2.671785028790787
29.0,3999.0,3.5481,INLAND,105500.0,San Bernardino,3.4236842105263157
32.0,1973.0,3.4861,<1H OCEAN,158100.0,Los Angeles,3.4248704663212437
16.0,2734.0,2.8085,INLAND,105700.0,Shasta,2.919421487603306
16.0,1210.0,2.7083,INLAND,82100.0,Placer,3.27027027027027
22.0,2239.0,4.875,NEAR OCEAN,295400.0,Santa Barbara,2.3410138248847927
18.0,3291.0,4.8981,<1H OCEAN,166300.0,Orange,2.9129662522202486
18.0,1260.0,1.7222,INLAND,101500.0,Merced,2.1901140684410647
37.0,2132.0,3.285,<1H OCEAN,218100.0,Los Angeles,2.423008849557522
5.0,5749.0,3.0587,INLAND,143100.0,San Bernardino,2.1893382352941178
4.0,3746.0,4.1387,<1H OCEAN,162500.0,Alameda,1.9164677804295942
52.0,1411.0,4.1062,<1H OCEAN,252900.0,Santa Barbara,3.565359477124183
35.0,1064.0,4.0938,<1H OCEAN,246900.0,Los Angeles,3.0248756218905473
27.0,2919.0,2.8682,INLAND,96400.0,San Bernardino,3.2641843971631204
44.0,2144.0,2.3221,<1H OCEAN,161600.0,Los Angeles,3.893805309734513
37.0,2638.0,4.0071,NEAR BAY,244700.0,San Francisco,3.433781190019194
23.0,708.0,1.1602,INLAND,65000.0,Trinity,2.323529411764706
42.0,2174.0,3.1429,<1H OCEAN,286500.0,Santa Clara,2.810344827586207
31.0,3894.0,2.0437,<1H OCEAN,137200.0,Los Angeles,3.731808731808732
21.0,1068.0,2.5,<1H OCEAN,157500.0,Los Angeles,4.306569343065694
35.0,1865.0,5.1068,<1H OCEAN,223300.0,Los Angeles,3.1869436201780417
36.0,2981.0,6.5304,<1H OCEAN,439800.0,Los Angeles,3.009685230024213
42.0,2311.0,2.5556,INLAND,69700.0,Fresno,3.0894495412844036
22.0,1230.0,6.2708,<1H OCEAN,251400.0,Ventura,3.4512820512820515
10.0,1832.0,2.0227,INLAND,53300.0,Tulare,3.878787878787879
26.0,4129.0,4.2586,<1H OCEAN,171000.0,San Diego,2.534818941504178
20.0,1145.0,3.1103,<1H OCEAN,281900.0,Santa Clara,2.491329479768786
17.0,1201.0,2.1,INLAND,66900.0,Glenn,2.003610108303249
16.0,1453.0,3.5735,INLAND,89600.0,Butte,3.160839160839161
29.0,1518.0,4.32,<1H OCEAN,196900.0,Orange,3.4258675078864353
17.0,5688.0,6.6131,<1H OCEAN,312500.0,Contra Costa,2.7309184993531694
31.0,1404.0,1.2813,INLAND,56400.0,Fresno,3.9147286821705425
21.0,2251.0,4.6042,NEAR OCEAN,272200.0,Los Angeles,2.1738095238095236
6.0,2307.0,5.215,NEAR OCEAN,279500.0,Ventura,2.5
32.0,4013.0,3.3689,INLAND,83400.0,Sacramento,3.0103703703703704
18.0,1222.0,2.0288,INLAND,116700.0,Butte,2.5195729537366547
52.0,836.0,4.125,<1H OCEAN,174000.0,Los Angeles,4.5
33.0,4084.0,4.0488,NEAR OCEAN,409700.0,San Diego,2.1656662665066024
28.0,3664.0,4.225,<1H OCEAN,224700.0,Orange,2.7701674277016743
25.0,2392.0,3.5076,NEAR OCEAN,73600.0,Humboldt,2.8156182212581347
9.0,1160.0,1.119,<1H OCEAN,175000.0,Orange,2.2615384615384615
30.0,2388.0,4.1058,<1H OCEAN,164000.0,Santa Barbara,2.978666666666667
16.0,2114.0,3.9241,INLAND,131500.0,San Bernardino,3.6666666666666665
24.0,3403.0,4.775,<1H OCEAN,191900.0,Santa Clara,4.622549019607843
31.0,2587.0,2.3578,INLAND,88600.0,San Bernardino,2.5092024539877302
35.0,2611.0,2.75,<1H OCEAN,197500.0,Sonoma,2.7926565874730023
17.0,1564.0,2.1542,INLAND,83800.0,Humboldt,2.328828828828829
20.0,2851.0,5.8752,<1H OCEAN,274200.0,Orange,2.57451403887689
39.0,1758.0,3.6406,<1H OCEAN,278900.0,Los Angeles,1.9955257270693512
34.0,1971.0,6.0965,<1H OCEAN,262300.0,Los Angeles,2.986970684039088
26.0,4175.0,4.2083,<1H OCEAN,240300.0,Los Angeles,2.7223650385604112
37.0,1499.0,3.9333,<1H OCEAN,162300.0,Los Angeles,3.5959302325581395
34.0,1660.0,2.7708,<1H OCEAN,148200.0,Los Angeles,4.392670157068062
14.0,2774.0,4.3833,INLAND,115200.0,Sutter,3.0186915887850465
24.0,1799.0,2.0673,<1H OCEAN,136900.0,Santa Barbara,3.4705882352941178
38.0,1595.0,3.4,<1H OCEAN,155500.0,Los Angeles,3.611620795107034
36.0,3005.0,2.0437,<1H OCEAN,309100.0,Los Angeles,2.7097625329815305
13.0,8789.0,3.7396,INLAND,148900.0,Riverside,1.8517441860465116
21.0,1435.0,2.5667,INLAND,77400.0,Calaveras,2.50187265917603
20.0,4927.0,1.7679,INLAND,79800.0,Merced,4.167492566897919
23.0,1262.0,2.5625,NEAR OCEAN,153300.0,San Diego,18.82181818181818
26.0,1937.0,6.1185,INLAND,179200.0,Sacramento,2.8065693430656933
5.0,2589.0,6.8089,INLAND,334100.0,Riverside,3.0805555555555557
30.0,48.0,5.0056,<1H OCEAN,162500.0,Los Angeles,4.625
27.0,1514.0,2.8971,<1H OCEAN,251100.0,Los Angeles,3.0945945945945947
28.0,4863.0,5.1483,<1H OCEAN,342000.0,Santa Clara,2.4308755760368665
29.0,1578.0,2.5658,NEAR OCEAN,134700.0,San Diego,2.6811279826464207
21.0,2842.0,1.9943,INLAND,59800.0,Shasta,2.726973684210526
36.0,1327.0,3.8672,INLAND,111400.0,Sacramento,2.6652173913043478
37.0,2008.0,2.2574,INLAND,59100.0,Sacramento,2.9531615925058547
40.0,2808.0,1.9655,<1H OCEAN,102300.0,Los Angeles,3.759170653907496
25.0,1821.0,6.9931,INLAND,398800.0,Napa,1.9497206703910615
22.0,2737.0,2.83,INLAND,88700.0,Shasta,2.6425339366515836
28.0,1617.0,1.9688,<1H OCEAN,165600.0,Los Angeles,2.382716049382716
37.0,2414.0,9.1541,<1H OCEAN,453800.0,Los Angeles,2.878688524590164
12.0,3349.0,2.9647,INLAND,88800.0,Yuba,3.2778675282714054
46.0,2639.0,5.0662,<1H OCEAN,331600.0,Santa Clara,2.2122641509433962
31.0,3019.0,7.1463,<1H OCEAN,394100.0,Los Angeles,2.91991341991342
24.0,9071.0,5.542,<1H OCEAN,197500.0,Los Angeles,3.434815373021854
16.0,1608.0,3.1583,INLAND,239200.0,Placer,2.769230769230769
21.0,2202.0,2.4423,INLAND,102300.0,Lake,2.6246719160104988
50.0,2443.0,4.7344,<1H OCEAN,314700.0,Los Angeles,2.0997782705099777
11.0,3934.0,4.2381,INLAND,242700.0,Mono,2.6115942028985506
30.0,2897.0,3.865,INLAND,88400.0,Sacramento,3.1548117154811717
35.0,2356.0,4.1115,<1H OCEAN,179700.0,Orange,3.45625
4.0,7999.0,5.0969,NEAR BAY,174200.0,Contra Costa,2.5759312320916905
38.0,757.0,5.6558,NEAR BAY,263300.0,Contra Costa,2.5934959349593494
41.0,1833.0,5.726,<1H OCEAN,287800.0,Los Angeles,2.4339080459770117
25.0,2260.0,2.11,<1H OCEAN,223300.0,Los Angeles,2.3818722139673105
21.0,3941.0,4.88,<1H OCEAN,343900.0,Orange,2.8313432835820898
26.0,1221.0,2.4821,NEAR OCEAN,123600.0,San Diego,2.0945945945945947
44.0,1338.0,1.7778,<1H OCEAN,109900.0,Los Angeles,4.548969072164948
35.0,2728.0,3.2768,INLAND,117600.0,Solano,2.853982300884956
19.0,1465.0,4.712,NEAR BAY,289300.0,Santa Clara,1.872463768115942
28.0,2040.0,6.7612,<1H OCEAN,323700.0,Ventura,3.0285714285714285
34.0,1084.0,4.2115,INLAND,118900.0,Solano,2.8333333333333335
9.0,1228.0,4.3482,INLAND,95200.0,Kern,1.929245283018868
42.0,1368.0,2.5599,<1H OCEAN,151400.0,Santa Cruz,4.776859504132231
7.0,4139.0,8.2737,INLAND,193500.0,Fresno,3.2793594306049823
20.0,2705.0,3.7159,<1H OCEAN,168900.0,San Diego,2.41046277665996
34.0,2837.0,6.5722,INLAND,437400.0,Los Angeles,2.9344978165938866
11.0,3252.0,3.2226,NEAR OCEAN,183200.0,San Luis Obispo,2.7484848484848485
39.0,617.0,5.2578,NEAR BAY,253000.0,Alameda,2.2264150943396226
35.0,2603.0,3.9543,<1H OCEAN,214400.0,Los Angeles,2.57396449704142
14.0,6277.0,4.0653,<1H OCEAN,234200.0,Santa Clara,1.8558282208588956
24.0,1232.0,1.0391,NEAR OCEAN,162500.0,San Diego,1.8913738019169328
25.0,1321.0,3.1131,<1H OCEAN,77100.0,Orange,1.4244604316546763
35.0,802.0,5.0077,<1H OCEAN,185000.0,Los Angeles,2.966666666666667
21.0,2714.0,1.2094,<1H OCEAN,157500.0,Los Angeles,1.8159437280187574
11.0,3213.0,3.475,<1H OCEAN,167200.0,San Diego,3.4110535405872193
19.0,683.0,2.5,INLAND,64100.0,Lassen,2.720720720720721
45.0,1928.0,4.2813,<1H OCEAN,210100.0,Los Angeles,2.888646288209607
7.0,9376.0,8.5326,INLAND,315200.0,Riverside,3.2249322493224932
35.0,703.0,3.225,INLAND,177100.0,San Joaquin,2.710280373831776
31.0,1240.0,3.535,NEAR BAY,210300.0,Alameda,3.0466101694915255
23.0,3187.0,3.3939,<1H OCEAN,212100.0,Orange,2.3204225352112675
31.0,3190.0,6.981,<1H OCEAN,402900.0,Los Angeles,2.8375
34.0,2486.0,2.5263,<1H OCEAN,130400.0,Monterey,4.3859964093357275
43.0,2549.0,3.6417,NEAR BAY,178400.0,Contra Costa,2.007575757575758
44.0,1167.0,4.2083,<1H OCEAN,168300.0,Los Angeles,3.0928270042194095
8.0,6463.0,3.2215,INLAND,108800.0,San Bernardino,3.1163918525703203
40.0,2124.0,5.5164,NEAR OCEAN,369100.0,Monterey,1.8856304985337244
19.0,9259.0,5.997,<1H OCEAN,228700.0,Los Angeles,2.484639498432602
25.0,2322.0,1.375,INLAND,70100.0,Imperial,3.629568106312292
5.0,4332.0,4.0417,INLAND,146400.0,Riverside,2.504409171075838
15.0,3162.0,5.3525,INLAND,191700.0,San Bernardino,2.4207188160676534
34.0,1519.0,4.3125,<1H OCEAN,214000.0,Los Angeles,2.4934210526315788
38.0,818.0,1.0531,NEAR OCEAN,65700.0,San Diego,4.125541125541125
26.0,1134.0,1.4338,INLAND,43900.0,Imperial,2.0822784810126582
45.0,1165.0,4.1875,NEAR OCEAN,267300.0,San Mateo,3.366533864541833
17.0,2486.0,6.1007,<1H OCEAN,340900.0,Orange,2.4265927977839334
24.0,5203.0,5.163,<1H OCEAN,261000.0,Orange,2.605708245243129
36.0,1697.0,1.2746,NEAR OCEAN,129700.0,Los Angeles,3.1774193548387095
32.0,1053.0,4.6696,<1H OCEAN,165500.0,Orange,4.675675675675675
36.0,3018.0,3.8029,NEAR BAY,129900.0,Solano,2.5989208633093526
37.0,4368.0,3.8667,NEAR BAY,127000.0,Solano,2.8110661268556005
52.0,1056.0,2.6583,NEAR BAY,142600.0,Alameda,3.23265306122449
26.0,966.0,5.1698,<1H OCEAN,188000.0,Ventura,3.612565445026178
31.0,1535.0,2.9375,<1H OCEAN,174000.0,Los Angeles,3.7970588235294116
5.0,4718.0,2.9877,INLAND,119900.0,San Bernardino,2.428030303030303
23.0,2305.0,3.6618,<1H OCEAN,183500.0,Orange,4.96613545816733
21.0,1185.0,3.1917,INLAND,204500.0,San Joaquin,2.5023474178403755
24.0,1705.0,2.4219,<1H OCEAN,137500.0,Los Angeles,4.437908496732026
5.0,7264.0,5.0443,INLAND,194800.0,San Joaquin,3.2024432809773122
31.0,2550.0,5.1488,<1H OCEAN,181000.0,San Diego,2.511111111111111
52.0,1595.0,3.2188,<1H OCEAN,124200.0,Los Angeles,2.725165562913907
35.0,1859.0,1.4044,INLAND,61700.0,Madera,3.0275689223057642
27.0,3789.0,4.39,NEAR OCEAN,270100.0,San Mateo,2.5900692840646653
20.0,1950.0,4.625,INLAND,222100.0,San Bernardino,3.378205128205128
26.0,5077.0,7.4713,NEAR BAY,351200.0,Contra Costa,2.943396226415094
28.0,3391.0,4.2188,INLAND,139200.0,Sacramento,2.7956600361663653
16.0,1591.0,6.2452,<1H OCEAN,266300.0,Orange,3.8744769874476988
7.0,13703.0,6.4335,<1H OCEAN,260600.0,San Diego,2.3954741379310347
36.0,1210.0,4.0039,NEAR BAY,148900.0,San Mateo,4.104602510460251
52.0,846.0,2.1923,<1H OCEAN,155000.0,Los Angeles,4.103202846975089
17.0,2385.0,4.2813,<1H OCEAN,169900.0,San Diego,3.029810298102981
12.0,6751.0,3.8529,INLAND,145500.0,Riverside,2.880070546737213
27.0,1146.0,4.5833,<1H OCEAN,198500.0,Ventura,3.020304568527919
33.0,2347.0,2.8194,INLAND,93000.0,Los Angeles,3.962566844919786
14.0,3335.0,6.2082,INLAND,250300.0,Sacramento,3.097902097902098
32.0,1133.0,6.213,<1H OCEAN,230800.0,Orange,2.7967914438502675
21.0,3843.0,4.6758,<1H OCEAN,264200.0,Santa Clara,2.624113475177305
26.0,1391.0,6.6766,<1H OCEAN,332700.0,Santa Clara,2.9661016949152543
41.0,2548.0,3.6902,NEAR OCEAN,233000.0,Santa Cruz,2.6434426229508197
16.0,396.0,1.3889,INLAND,87500.0,Tehama,2.611111111111111
31.0,1689.0,4.0,<1H OCEAN,278500.0,Los Angeles,1.9583333333333333
21.0,1353.0,1.9937,<1H OCEAN,139600.0,Los Angeles,4.599455040871935
52.0,2556.0,3.8899,NEAR BAY,348500.0,San Francisco,2.1161971830985915
19.0,1648.0,1.7969,INLAND,72800.0,Fresno,1.573446327683616
34.0,1040.0,1.6467,<1H OCEAN,90900.0,Los Angeles,4.247058823529412
28.0,1576.0,2.6312,<1H OCEAN,171300.0,Los Angeles,2.357142857142857
16.0,2312.0,7.4323,<1H OCEAN,311800.0,Santa Clara,3.925423728813559
44.0,1856.0,2.0984,<1H OCEAN,158000.0,Los Angeles,2.929637526652452
15.0,13814.0,2.8247,<1H OCEAN,150000.0,San Diego,2.360344209394048
19.0,1048.0,2.2917,INLAND,118200.0,Placer,2.6793478260869565
34.0,3580.0,5.4065,<1H OCEAN,243800.0,Los Angeles,3.232824427480916
18.0,3507.0,5.0524,NEAR BAY,269800.0,Contra Costa,1.8106508875739644
26.0,529.0,3.5,INLAND,103600.0,El Dorado,2.3012048192771086
34.0,1799.0,3.692,<1H OCEAN,145200.0,Los Angeles,3.6422535211267606
36.0,4686.0,6.1043,NEAR OCEAN,343500.0,San Mateo,2.6674556213017753
42.0,2050.0,2.375,<1H OCEAN,141000.0,Sonoma,2.579326923076923
32.0,2856.0,3.63,<1H OCEAN,183400.0,Orange,2.4941763727121464
34.0,495.0,6.4391,<1H OCEAN,252300.0,Los Angeles,2.89247311827957
32.0,3888.0,3.0755,NEAR OCEAN,166800.0,San Diego,4.599286563614744
45.0,1786.0,1.7772,NEAR BAY,97500.0,Alameda,3.2065217391304346
34.0,4789.0,2.1782,INLAND,58400.0,Riverside,2.9678030303030303
36.0,1330.0,2.7813,<1H OCEAN,105800.0,Mendocino,2.660839160839161
52.0,1829.0,3.1607,<1H OCEAN,339000.0,Los Angeles,1.8372641509433962
19.0,4559.0,4.355,NEAR OCEAN,429200.0,Orange,2.1417582417582417
26.0,3670.0,5.02,INLAND,169600.0,Sacramento,2.938181818181818
23.0,2248.0,1.6429,INLAND,80400.0,Shasta,2.5495495495495497
22.0,2105.0,4.6602,NEAR BAY,227800.0,Contra Costa,2.7205479452054795
29.0,3201.0,4.4597,NEAR OCEAN,204100.0,Santa Cruz,3.0210526315789474
26.0,768.0,1.7719,NEAR BAY,82500.0,Alameda,3.0866141732283463
26.0,1776.0,2.8056,NEAR OCEAN,82800.0,Humboldt,2.610526315789474
9.0,2712.0,4.5536,<1H OCEAN,190100.0,Santa Barbara,2.689156626506024
22.0,7548.0,6.729,NEAR OCEAN,409300.0,Ventura,2.8323412698412698
42.0,626.0,3.125,<1H OCEAN,166300.0,Los Angeles,4.006410256410256
32.0,1295.0,3.2386,NEAR BAY,149600.0,Alameda,3.3445121951219514
30.0,1702.0,1.5521,<1H OCEAN,97500.0,Los Angeles,4.447963800904978
